Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Assay Name,Experimental Condition [Probe Design],Comment [Analysis Output],Image File,Comment [Image File Path],Comment [Image File Comments],Comment [Image File Type],Channels,Processed Data File
8_iFISH chr10 spotting Replicate 1,Dataset8.companion.ome [026],Homo sapiens,NCBITaxon,NCBITaxon_9606,hTERT RPE-1,BTO,BTO_0004790,iFISH_chr10_rep1,iFISH_chr10,13 loci in chromosome 10,a488_001.tif,iFISH_chr10_rep1/,AF488 labelled 2 loci per allele; AT542 labelled 2 loci per allele; AF594 labelled 2 loci per allele; AT647N labelled 2 loci per allele; AF700 labelled 2 loci per allele; AF790 labelled 2 loci per allele,raw,AF488; AT542; AF594; AT647N; AF700; AF790; DAPI,DOTTER software in Gelali et al 2019
8_iFISH chr10 spotting Replicate 1,Dataset8.companion.ome [027],Homo sapiens,NCBITaxon,NCBITaxon_9606,hTERT RPE-1,BTO,BTO_0004790,iFISH_chr10_rep1,iFISH_chr10,13 loci in chromosome 10,a488_001.tif,iFISH_chr10_rep1/,AF488 labelled 2 loci per allele; AT542 labelled 2 loci per allele; AF594 labelled 2 loci per allele; AT647N labelled 2 loci per allele; AF700 labelled 2 loci per allele; AF790 labelled 2 loci per allele,raw,AF488; AT542; AF594; AT647N; AF700; AF790; DAPI,DOTTER software in Gelali et al 2019
8_iFISH chr10 spotting Replicate 1,Dataset8.companion.ome [028],Homo sapiens,NCBITaxon,NCBITaxon_9606,hTERT RPE-1,BTO,BTO_0004790,iFISH_chr10_rep1,iFISH_chr10,13 loci in chromosome 10,a488_001.tif,iFISH_chr10_rep1/,AF488 labelled 2 loci per allele; AT542 labelled 2 loci per allele; AF594 labelled 2 loci per allele; AT647N labelled 2 loci per allele; AF700 labelled 2 loci per allele; AF790 labelled 2 loci per allele,raw,AF488; AT542; AF594; AT647N; AF700; AF790; DAPI,DOTTER software in Gelali et al 2019
8_iFISH chr10 spotting Replicate 1,Dataset8.companion.ome [029],Homo sapiens,NCBITaxon,NCBITaxon_9606,hTERT RPE-1,BTO,BTO_0004790,iFISH_chr10_rep1,iFISH_chr10,13 loci in chromosome 10,a488_001.tif,iFISH_chr10_rep1/,AF488 labelled 2 loci per allele; AT542 labelled 2 loci per allele; AF594 labelled 2 loci per allele; AT647N labelled 2 loci per allele; AF700 labelled 2 loci per allele; AF790 labelled 2 loci per allele,raw,AF488; AT542; AF594; AT647N; AF700; AF790; DAPI,DOTTER software in Gelali et al 2019
8_iFISH chr10 spotting Replicate 1,Dataset8.companion.ome [030],Homo sapiens,NCBITaxon,NCBITaxon_9606,hTERT RPE-1,BTO,BTO_0004790,iFISH_chr10_rep1,iFISH_chr10,13 loci in chromosome 10,a488_001.tif,iFISH_chr10_rep1/,AF488 labelled 2 loci per allele; AT542 labelled 2 loci per allele; AF594 labelled 2 loci per allele; AT647N labelled 2 loci per allele; AF700 labelled 2 loci per allele; AF790 labelled 2 loci per allele,raw,AF488; AT542; AF594; AT647N; AF700; AF790; DAPI,DOTTER software in Gelali et al 2019
9_iFISH chr10 spotting Replicate 2,Dataset9.companion.ome [001],Homo sapiens,NCBITaxon,NCBITaxon_9606,hTERT RPE-1,BTO,BTO_0004790,iFISH_chr10_rep2,iFISH_chr10,13 loci in chromosome 10,a488_001.tif,iFISH_chr10_rep2/,AF488 labelled 2 loci per allele; AT542 labelled 2 loci per allele; AF594 labelled 2 loci per allele; AT647N labelled 2 loci per allele; AF700 labelled 2 loci per allele; AF790 labelled 2 loci per allele,raw,AF488; AT542; AF594; AT647N; AF700; AF790; DAPI,DOTTER software in Gelali et al 2019
9_iFISH chr10 spotting Replicate 2,Dataset9.companion.ome [002],Homo sapiens,NCBITaxon,NCBITaxon_9606,hTERT RPE-1,BTO,BTO_0004790,iFISH_chr10_rep2,iFISH_chr10,13 loci in chromosome 10,a488_001.tif,iFISH_chr10_rep2/,AF488 labelled 2 loci per allele; AT542 labelled 2 loci per allele; AF594 labelled 2 loci per allele; AT647N labelled 2 loci per allele; AF700 labelled 2 loci per allele; AF790 labelled 2 loci per allele,raw,AF488; AT542; AF594; AT647N; AF700; AF790; DAPI,DOTTER software in Gelali et al 2019
9_iFISH chr10 spotting Replicate 2,Dataset9.companion.ome [003],Homo sapiens,NCBITaxon,NCBITaxon_9606,hTERT RPE-1,BTO,BTO_0004790,iFISH_chr10_rep2,iFISH_chr10,13 loci in chromosome 10,a488_001.tif,iFISH_chr10_rep2/,AF488 labelled 2 loci per allele; AT542 labelled 2 loci per allele; AF594 labelled 2 loci per allele; AT647N labelled 2 loci per allele; AF700 labelled 2 loci per allele; AF790 labelled 2 loci per allele,raw,AF488; AT542; AF594; AT647N; AF700; AF790; DAPI,DOTTER software in Gelali et al 2019
9_iFISH chr10 spotting Replicate 2,Dataset9.companion.ome [004],Homo sapiens,NCBITaxon,NCBITaxon_9606,hTERT RPE-1,BTO,BTO_0004790,iFISH_chr10_rep2,iFISH_chr10,13 loci in chromosome 10,a488_001.tif,iFISH_chr10_rep2/,AF488 labelled 2 loci per allele; AT542 labelled 2 loci per allele; AF594 labelled 2 loci per allele; AT647N labelled 2 loci per allele; AF700 labelled 2 loci per allele; AF790 labelled 2 loci per allele,raw,AF488; AT542; AF594; AT647N; AF700; AF790; DAPI,DOTTER software in Gelali et al 2019
9_iFISH chr10 spotting Replicate 2,Dataset9.companion.ome [005],Homo sapiens,NCBITaxon,NCBITaxon_9606,hTERT RPE-1,BTO,BTO_0004790,iFISH_chr10_rep2,iFISH_chr10,13 loci in chromosome 10,a488_001.tif,iFISH_chr10_rep2/,AF488 labelled 2 loci per allele; AT542 labelled 2 loci per allele; AF594 labelled 2 loci per allele; AT647N labelled 2 loci per allele; AF700 labelled 2 loci per allele; AF790 labelled 2 loci per allele,raw,AF488; AT542; AF594; AT647N; AF700; AF790; DAPI,DOTTER software in Gelali et al 2019
9_iFISH chr10 spotting Replicate 2,Dataset9.companion.ome [006],Homo sapiens,NCBITaxon,NCBITaxon_9606,hTERT RPE-1,BTO,BTO_0004790,iFISH_chr10_rep2,iFISH_chr10,13 loci in chromosome 10,a488_001.tif,iFISH_chr10_rep2/,AF488 labelled 2 loci per allele; AT542 labelled 2 loci per allele; AF594 labelled 2 loci per allele; AT647N labelled 2 loci per allele; AF700 labelled 2 loci per allele; AF790 labelled 2 loci per allele,raw,AF488; AT542; AF594; AT647N; AF700; AF790; DAPI,DOTTER software in Gelali et al 2019
9_iFISH chr10 spotting Replicate 2,Dataset9.companion.ome [007],Homo sapiens,NCBITaxon,NCBITaxon_9606,hTERT RPE-1,BTO,BTO_0004790,iFISH_chr10_rep2,iFISH_chr10,13 loci in chromosome 10,a488_001.tif,iFISH_chr10_rep2/,AF488 labelled 2 loci per allele; AT542 labelled 2 loci per allele; AF594 labelled 2 loci per allele; AT647N labelled 2 loci per allele; AF700 labelled 2 loci per allele; AF790 labelled 2 loci per allele,raw,AF488; AT542; AF594; AT647N; AF700; AF790; DAPI,DOTTER software in Gelali et al 2019
9_iFISH chr10 spotting Replicate 2,Dataset9.companion.ome [008],Homo sapiens,NCBITaxon,NCBITaxon_9606,hTERT RPE-1,BTO,BTO_0004790,iFISH_chr10_rep2,iFISH_chr10,13 loci in chromosome 10,a488_001.tif,iFISH_chr10_rep2/,AF488 labelled 2 loci per allele; AT542 labelled 2 loci per allele; AF594 labelled 2 loci per allele; AT647N labelled 2 loci per allele; AF700 labelled 2 loci per allele; AF790 labelled 2 loci per allele,raw,AF488; AT542; AF594; AT647N; AF700; AF790; DAPI,DOTTER software in Gelali et al 2019
9_iFISH chr10 spotting Replicate 2,Dataset9.companion.ome [009],Homo sapiens,NCBITaxon,NCBITaxon_9606,hTERT RPE-1,BTO,BTO_0004790,iFISH_chr10_rep2,iFISH_chr10,13 loci in chromosome 10,a488_001.tif,iFISH_chr10_rep2/,AF488 labelled 2 loci per allele; AT542 labelled 2 loci per allele; AF594 labelled 2 loci per allele; AT647N labelled 2 loci per allele; AF700 labelled 2 loci per allele; AF790 labelled 2 loci per allele,raw,AF488; AT542; AF594; AT647N; AF700; AF790; DAPI,DOTTER software in Gelali et al 2019
9_iFISH chr10 spotting Replicate 2,Dataset9.companion.ome [010],Homo sapiens,NCBITaxon,NCBITaxon_9606,hTERT RPE-1,BTO,BTO_0004790,iFISH_chr10_rep2,iFISH_chr10,13 loci in chromosome 10,a488_001.tif,iFISH_chr10_rep2/,AF488 labelled 2 loci per allele; AT542 labelled 2 loci per allele; AF594 labelled 2 loci per allele; AT647N labelled 2 loci per allele; AF700 labelled 2 loci per allele; AF790 labelled 2 loci per allele,raw,AF488; AT542; AF594; AT647N; AF700; AF790; DAPI,DOTTER software in Gelali et al 2019
